airport_name,iata_code,country_code,city,airport_type,latitude,longitude
Ocean Reef Club Airport,OCA,US,Key Largo,medium_airport,25.325399,-80.274803
Aleknagik / New Airport,WKK,US,Aleknagik,medium_airport,59.2826004028,-158.617996216
Burton-Nibbs International Airport,BBQ,AG,Codrington,medium_airport,17.621194,-61.798347
Honiara International Airport,HIR,SB,Honiara,large_airport,-9.428,160.054993
Munda Airport,MUA,SB,Munda,medium_airport,-8.32797,157.263
(Duplicate)Vlora International Airport,VLO,AL,Vlorë,large_airport,40.605556,19.426111
Nauru International Airport,INU,NR,Yaren,medium_airport,-0.547893,166.919525
(Duplicate)Wolf's Fang Runway,WFR,AQ,Queen Maud Island,medium_airport,-71.5264,8.799459
Alxa Left Banner Bayanhot Airport,AXF,CN,Bayanhot,medium_airport,38.748317,105.58416
Baimuru Airport,VMU,PG,Baimuru,medium_airport,-7.496955,144.821756
Buka Airport,BUA,PG,Buka Island,medium_airport,-5.422299,154.672698
Balimo Airport,OPU,PG,Balimo,medium_airport,-8.05000019073,142.932998657
Chimbu Airport,CMU,PG,Kundiawa,medium_airport,-6.024290084838867,144.9709930419922
Daru Airport,DAU,PG,Daru,medium_airport,-9.08676,143.207993
Goroka Airport,GKA,PG,Goronka,medium_airport,-6.081689834590001,145.391998291
Gurney Airport,GUR,PG,Gurney,medium_airport,-10.3114995956,150.333999634
Girua Airport,PNP,PG,Popondetta,medium_airport,-8.80453968048,148.309005737
Hoskins Airport,HKN,PG,Kimbe,medium_airport,-5.463846,150.407327
Kerema Airport,KMA,PG,Kerema,medium_airport,-7.96361017227,145.770996094
Kavieng Airport,KVG,PG,Kavieng,medium_airport,-2.57940006256,150.807998657
Madang Airport,MAG,PG,Madang,medium_airport,-5.20707988739,145.789001465
Mount Hagen Kagamuga Airport,HGU,PG,Mount Hagen,medium_airport,-5.828212,144.299412
Mendi Airport,MDU,PG,Mendi,medium_airport,-6.14774,143.656998
Momote Airport,MAS,PG,Manus Island,medium_airport,-2.06189,147.423996
Nadzab Tomodachi International Airport,LAE,PG,Lae,large_airport,-6.567995,146.726544
Port Moresby Jacksons International Airport,POM,PG,Port Moresby,large_airport,-9.44338035583496,147.22000122070312
Tokua Airport,RAB,PG,Kokopo,medium_airport,-4.34046,152.380005
Vanimo Airport,VAI,PG,Vanimo,medium_airport,-2.6926,141.3028
Wapenamanda Airport,WBM,PG,Wapenamanda,medium_airport,-5.635293,143.892231
Wewak International Airport,WWK,PG,Wewak,medium_airport,-3.58383011818,143.669006348
Zabrat Airport,ZXT,AZ,Zabrat,medium_airport,40.494884,49.977065
Benguera Island Airport,BCW,MZ,Benguera Island,medium_airport,-21.8533,35.438301
Bezmer Air Base,JAM,BG,Bezmer,medium_airport,42.454899,26.3522
Aasiaat Airport,JEG,GL,Aasiaat,medium_airport,68.721802,-52.784698
Narsarsuaq Airport,UAK,GL,Narsarsuaq,medium_airport,61.1605,-45.425999
Neerlerit Inaat Airport,CNP,GL,Neerlerit Inaat,medium_airport,70.743103,-22.650499
Nuuk International Airport,GOH,GL,Nuuk,large_airport,64.191066,-51.67914
Ilulissat Airport,JAV,GL,Ilulissat,medium_airport,69.243202,-51.057098
Kulusuk Airport,KUS,GL,Kulusuk,medium_airport,65.573601,-37.1236
Qaanaaq Airport,NAQ,GL,Qaanaaq,medium_airport,77.488602,-69.388702
Kangerlussuaq International Airport,SFJ,GL,Kangerlussuaq,medium_airport,67.010446,-50.715294
Sisimiut Airport,JHS,GL,Sisimiut,medium_airport,66.951302,-53.729301
Pituffik Space Base,THU,GL,Pituffik,medium_airport,76.53063,-68.700541
Akureyri International Airport,AEY,IS,Akureyri,large_airport,65.656573,-18.072018
Bildudalur Airport,BIU,IS,Bildudalur,medium_airport,65.641296,-23.5462
Egilsstaðir Airport,EGS,IS,Egilsstaðir,medium_airport,65.2833023071289,-14.401399612426758
Grímsey Airport,GRY,IS,Grímsey/Sandvík,medium_airport,66.5458,-18.0173
Hornafjörður Airport,HFN,IS,Höfn,medium_airport,64.295601,-15.2272
Húsavík Airport,HZK,IS,Húsavík,medium_airport,65.952301,-17.426001
Ísafjörður Airport,IFJ,IS,Ísafjörður,medium_airport,66.058098,-23.1353
Keflavik International Airport,KEF,IS,Reykjavík,large_airport,63.985001,-22.6056
Reykjavík Domestic Airport,RKV,IS,Reykjavík,medium_airport,64.128732,-21.93759
Mývatn Airport,MVA,IS,Myvatn,medium_airport,65.6558,-16.9181
Siglufjörður Airport,SIJ,IS,Siglufjörður,medium_airport,66.137847,-18.908157
Vestmannaeyjar Airport,VEY,IS,Vestmannaeyjar,medium_airport,63.42430114746094,-20.278900146484375
Vopnafjörður Airport,VPN,IS,Vopnafjörður,medium_airport,65.720596,-14.8506
Priština Adem Jashari International Airport,PRN,XK,Prishtina,large_airport,42.5728,21.035801
Glauber de Andrade Rocha Airport,VDC,BR,Vitória da Conquista,medium_airport,-14.907885,-40.914804
Betong International Airport,BTZ,TH,Betong,medium_airport,5.79,101.15
Orsha Airport - Balbasovo Air Base,TXC,BY,Orsha,medium_airport,54.439999,30.2967
Caye Caulker Airport,CUK,BZ,Caye Caulker,medium_airport,17.735015,-88.032862
Caye Chapel Airport,CYC,BZ,Caye Chapel,medium_airport,17.683792,-88.044985
Corozal Airport,CZH,BZ,Corozal,medium_airport,18.3822,-88.411903
Dangriga Airport,DGA,BZ,Dangriga,medium_airport,16.98251,-88.230988
Sartaneja Airport,SJX,BZ,Sartaneja,medium_airport,18.3561,-88.130798
John Greif II Airport,SPR,BZ,San Pedro,medium_airport,17.9139,-87.9711
Sir Barry Bowen Municipal Airport,TZA,BZ,Belize City,medium_airport,17.517239,-88.195775
Bazaruto Island Airport,BZB,MZ,Bazaruto Island,medium_airport,-21.5411,35.4729
Anahim Lake Airport,YAA,CA,Anahim Lake,medium_airport,52.451501,-125.303776
Qualicum Beach Airport,XQU,CA,Qualicum Beach,medium_airport,49.337456,-124.393086
Cache Creek-Ashcroft Regional Airport,YZA,CA,Cache Creek,medium_airport,50.775258,-121.321314
Bella Bella (Campbell Island) Airport,ZEL,CA,Bella Bella,medium_airport,52.185001,-128.156994
Bazhong Enyang Airport,BZX,CN,Bazhong,medium_airport,31.73842,106.644872
Shaoguan Danxia Airport,HSC,CN,Shaoguan,medium_airport,24.9786,113.420998
Jinggangshan Airport,JGS,CN,Ji'an,medium_airport,26.856899,114.737
Jiaxing Nanhu Airport,JNH,CN,"Xiuzhou, Hangzhou",medium_airport,30.698056,120.663056
Wuhan Hannan Municipal Airport,WHN,CN,Wuhan (Hannan),medium_airport,30.25521,114.062805
Rikaze Dingri Airport,DDR,CN,Xigazê (Dingri),medium_airport,28.604567,86.798
Tashikuergan Hongqilafu Airport,HQL,CN,Tashikuergan,medium_airport,37.661333,75.288877
Jiande Qiandaohu General Airport,JDE,CN,Hangzhou,medium_airport,29.360905,119.180829
Ali Pulan Airport,APJ,CN,Burang Town,medium_airport,30.397898,81.13317
Zhaotong Zhaoyang Airport （Not fully opened),ZAT,CN,Zhaotong,medium_airport,27.205843,103.691511
Bengbu Tenghu Airport,BFY,CN,Bengbu,medium_airport,33.166292,117.058344
Fort Frances Municipal Airport,YAG,CA,Fort Frances,medium_airport,48.655749,-93.44349
La Grande-4 Airport,YAH,CA,La Grande-4,medium_airport,53.754699707,-73.6753005981
Sault Ste Marie Airport,YAM,CA,Sault Ste Marie,medium_airport,46.483216,-84.508467
Kasabonika Airport,XKS,CA,Kasabonika,medium_airport,53.52470016479492,-88.6427993774414
St. Anthony Airport,YAY,CA,St. Anthony,medium_airport,51.391909,-56.08321
Tofino / Long Beach Airport,YAZ,CA,Tofino,medium_airport,49.079833,-125.775583
Baie-Comeau Airport,YBC,CA,Baie-Comeau,medium_airport,49.1325,-68.204399
Bella Coola Airport,QBC,CA,Bella Coola,medium_airport,52.387501,-126.596001
Bonnyville Airport,YBY,CA,Bonnyville,medium_airport,54.304199,-110.744003
Saguenay-Bagotville Airport,YBG,CA,Saguenay,medium_airport,48.330123,-70.992012
Baker Lake Airport,YBK,CA,Baker Lake,medium_airport,64.29889678960001,-96.077796936
Campbell River Airport,YBL,CA,Campbell River,medium_airport,49.950802,-125.271004
Brandon Municipal Airport,YBR,CA,Brandon,medium_airport,49.91,-99.951897
Lourdes-de-Blanc-Sablon Airport,YBX,CA,Blanc-Sablon,medium_airport,51.4436,-57.185299
Cambridge Bay Airport,YCB,CA,Cambridge Bay,medium_airport,69.1081008911,-105.138000488
Cornwall Regional Airport,YCC,CA,Cornwall,medium_airport,45.092637,-74.567724
Nanaimo Airport,YCD,CA,Nanaimo,medium_airport,49.05497,-123.869863
Centralia / James T. Field Memorial Aerodrome,YCE,CA,Huron Park,medium_airport,43.285599,-81.508301
Castlegar/West Kootenay Regional Airport,YCG,CA,Castlegar,medium_airport,49.296398,-117.632004
Miramichi Airport,YCH,CA,Miramichi,medium_airport,47.007801,-65.449203
Charlo Airport,YCL,CA,Charlo,medium_airport,47.990799,-66.330299
Cochrane Airport,YCN,CA,Cochrane,medium_airport,49.10559844970703,-81.01360321044922
Chetwynd Airport,YCQ,CA,Chetwynd,medium_airport,55.687198638916016,-121.6269989013672
Dawson City Airport,YDA,CA,Dawson City,medium_airport,64.04309844970703,-139.1280059814453
Burwash Airport,YDB,CA,Burwash Landing,medium_airport,61.371101,-139.041
Deer Lake Airport,YDF,CA,Deer Lake,medium_airport,49.208159,-57.396147
Ross River Airport,XRR,CA,Ross River,medium_airport,61.9706001282,-132.42300415
Dauphin Barker Airport,YDN,CA,Dauphin,medium_airport,51.1008,-100.052002
Dolbeau-Saint-Felicien Airport,YDO,CA,Dolbeau-Saint-Felicien,medium_airport,48.7785,-72.375
Dawson Creek Airport,YDQ,CA,Dawson Creek,medium_airport,55.741245,-120.183263
Edmonton International Airport,YEG,CA,Edmonton,large_airport,53.3097,-113.580002
Elliot Lake Municipal Airport,YEL,CA,Elliot Lake,medium_airport,46.351398468,-82.5614013672
Manitoulin East Municipal Airport,YEM,CA,Sheguiandah,medium_airport,45.842435,-81.857595
Estevan Airport,YEN,CA,Estevan,medium_airport,49.2103004456,-102.966003418
Edson Airport,YET,CA,Edson,medium_airport,53.578899383499994,-116.464996338
Inuvik Mike Zubko Airport,YEV,CA,Inuvik,medium_airport,68.30419921880001,-133.483001709
Amos/Magny Airport,YEY,CA,Amos,medium_airport,48.563903,-78.249702
Iqaluit Airport,YFB,CA,Iqaluit,medium_airport,63.756402,-68.555801
Fredericton International Airport,YFC,CA,Fredericton,medium_airport,45.868697,-66.529891
Forestville Airport,YFE,CA,Forestville,medium_airport,48.74610137939453,-69.09719848632812
Mont-Tremblant International Airport,YTM,CA,La Macaza,medium_airport,46.409401,-74.779999
Fort Resolution Airport,YFR,CA,Fort Resolution,medium_airport,61.1808013916,-113.690002441
Fort Simpson Airport,YFS,CA,Fort Simpson,medium_airport,61.76020050048828,-121.23699951171876
Kingston Norman Rogers Airport,YGK,CA,Kingston,medium_airport,44.2253,-76.596901
La Grande Rivière Airport,YGL,CA,La Grande Rivière,medium_airport,53.625301361083984,-77.7042007446289
Gimli Industrial Park Airport,YGM,CA,Gimli,medium_airport,50.62810134887695,-97.04329681396484
Michel-Pouliot Gaspé Airport,YGP,CA,Gaspé,medium_airport,48.774915,-64.481893
Geraldton Greenstone Regional Airport,YGQ,CA,Geraldton,medium_airport,49.77830123901367,-86.93939971923828
Îles-de-la-Madeleine Airport,YGR,CA,Les Îles-de-la-Madeleine,medium_airport,47.425242,-61.778612
Havre-Saint-Pierre Airport,YGV,CA,Havre-Saint-Pierre,medium_airport,50.281898,-63.611401
Kuujjuarapik Airport,YGW,CA,Kuujjuarapik,medium_airport,55.28189849853515,-77.76529693603516
Dryden Regional Airport,YHD,CA,Dryden,medium_airport,49.831699,-92.744202
Hearst René Fontaine Municipal Airport,YHF,CA,Hearst,medium_airport,49.71419906616211,-83.68609619140625
John C. Munro Hamilton International Airport,YHM,CA,Hamilton,medium_airport,43.17348,-79.931185
Hornepayne Municipal Airport,YHN,CA,Hornepayne,medium_airport,49.19309997558594,-84.75890350341797
Haines Junction Airport,YHT,CA,Haines Junction,medium_airport,60.7892,-137.546005
Montréal / Saint-Hubert Metropolitan Airport,YHU,CA,Montréal,medium_airport,45.517502,-73.416901
Hay River / Merlyn Carter Airport,YHY,CA,Hay River,medium_airport,60.8396987915,-115.782997131
Halifax / Stanfield International Airport,YHZ,CA,Halifax,large_airport,44.8807983398,-63.5085983276
Atikokan Municipal Airport,YIB,CA,Atikokan,medium_airport,48.773899,-91.638603
Digby / Annapolis Regional Airport,YDG,CA,Digby,medium_airport,44.5458450365,-65.7854247093
St Augustin Airport,YIF,CA,St-Augustin,medium_airport,51.2117,-58.658298
Island Lake Airport,YIV,CA,Island Lake,medium_airport,53.857200622558594,-94.65360260009766
Fort Liard Airport,YJF,CA,Fort Liard,medium_airport,60.2358016968,-123.46900177
St Jean Airport,YJN,CA,St Jean,medium_airport,45.29439926147461,-73.28109741210938
Stephenville Dymond International Airport,YJT,CA,Stephenville,medium_airport,48.54339,-58.552892
Kamloops John Moose Fulton Field Regional Airport,YKA,CA,Kamloops,medium_airport,50.703038,-120.448641
Region of Waterloo International Airport,YKF,CA,Breslau,medium_airport,43.4608,-80.378601
Key Lake Airport,YKJ,CA,Key Lake,medium_airport,57.256099700927734,-105.61799621582033
Schefferville Airport,YKL,CA,Schefferville,medium_airport,54.805301666259766,-66.8052978515625
Kincardine Municipal Airport,YKD,CA,Kincardine,medium_airport,44.201401,-81.606697
Kirkland Lake Airport,YKX,CA,Kirkland Lake,medium_airport,48.21030044555664,-79.98139953613281
Kindersley Airport,YKY,CA,Kindersley,medium_airport,51.5175018311,-109.180999756
Chapleau Airport,YLD,CA,Chapleau,medium_airport,47.81999969482422,-83.3467025756836
Meadow Lake Airport,YLJ,CA,Meadow Lake,medium_airport,54.125301361083984,-108.52300262451172
Lloydminster Airport,YLL,CA,Lloydminster,medium_airport,53.3092,-110.072998
Leaf Rapids Airport,YLR,CA,Leaf Rapids,medium_airport,56.513301849365234,-99.98529815673828
Barrie-Lake Simcoe Regional Airport,YLK,CA,Barrie,medium_airport,44.485056,-79.554663
Alert Airport,YLT,CA,Alert,medium_airport,82.517263,-62.283037
Kelowna International Airport,YLW,CA,Kelowna,large_airport,49.9561,-119.377998
Mayo Airport,YMA,CA,Mayo,medium_airport,63.61640167236328,-135.8679962158203
Matane Airport,YME,CA,Matane,medium_airport,48.85689926147461,-67.45330047607422
Manitouwadge Airport,YMG,CA,Manitouwadge,medium_airport,49.08390045166016,-85.86060333251953
Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ,CA,Moose Jaw,medium_airport,50.330299377441406,-105.55899810791016
Charlevoix Airport,YML,CA,Charlevoix,medium_airport,47.59749984741211,-70.2238998413086
Fort McMurray International Airport,YMM,CA,Fort McMurray,medium_airport,56.653301,-111.222
Moosonee Airport,YMO,CA,Moosonee,medium_airport,51.29109954833984,-80.60780334472656
Chapais Airport,YMT,CA,Chibougamau,medium_airport,49.77190017700195,-74.5280990600586
Montreal Mirabel International Airport,YMX,CA,Montréal,medium_airport,45.679501,-74.038696
Natashquan Airport,YNA,CA,Natashquan,medium_airport,50.190114,-61.78898
Ottawa / Gatineau Airport,YND,CA,Gatineau,medium_airport,45.521702,-75.563599
Langley Airport,YLY,CA,Langley,medium_airport,49.1008,-122.630997
Points North Landing Airport,YNL,CA,Points North Landing,medium_airport,58.27669906616211,-104.08200073242188
Matagami Airport,YNM,CA,Matagami,medium_airport,49.76169967651367,-77.80280303955078
Ekati Airport,YOA,CA,Ekati,medium_airport,64.6988983154,-110.614997864
CFB Cold Lake,YOD,CA,Cold Lake,medium_airport,54.404998779296875,-110.27899932861328
High Level Airport,YOJ,CA,High Level,medium_airport,58.62139892578125,-117.16500091552734
Oshawa Executive Airport,YOO,CA,Oshawa,medium_airport,43.922798,-78.894997
Rainbow Lake Airport,YOP,CA,Rainbow Lake,medium_airport,58.491402,-119.407997
Owen Sound / Billy Bishop Regional Airport,YOS,CA,Owen Sound,medium_airport,44.5903015137,-80.8375015259
Ottawa Macdonald-Cartier International Airport,YOW,CA,Ottawa,large_airport,45.322498,-75.669197
Prince Albert Glass Field,YPA,CA,Prince Albert,medium_airport,53.2141990662,-105.672996521
Port Hawkesbury Airport,YPS,CA,Port Hawkesbury,medium_airport,45.6567001343,-61.3680992126
Peace River Airport,YPE,CA,Peace River,medium_airport,56.226898,-117.446999
Portage-la-Prairie / Southport Airport,YPG,CA,Portage la Prairie,medium_airport,49.903099,-98.273817
Pickle Lake Airport,YPL,CA,Pickle Lake,medium_airport,51.4463996887207,-90.21420288085938
Port-Menier Airport,YPN,CA,Port-Menier,medium_airport,49.836399,-64.288597
Peterborough Regional Airport,YPQ,CA,Peterborough,medium_airport,44.232251,-78.362053
Prince Rupert Airport,YPR,CA,Prince Rupert,medium_airport,54.2860984802,-130.445007324
Powell River Airport,YPW,CA,Powell River,medium_airport,49.83420181274414,-124.5
Puvirnituq Airport,YPX,CA,Puvirnituq,medium_airport,60.050598,-77.286903
Fort Chipewyan Airport,YPY,CA,Fort Chipewyan,medium_airport,58.7672004699707,-111.11699676513672
Burns Lake Airport,YPZ,CA,Burns Lake,medium_airport,54.3764,-125.950996
Muskoka Airport,YQA,CA,Gravenhurst,medium_airport,44.975376,-79.306546
Quebec Jean Lesage International Airport,YQB,CA,Quebec,large_airport,46.7911,-71.393303
The Pas Airport,YQD,CA,The Pas,medium_airport,53.97140121459961,-101.09100341796876
Red Deer Regional Airport,YQF,CA,Springbrook,medium_airport,52.182201,-113.893997
Windsor International Airport,YQG,CA,Windsor,medium_airport,42.2756,-82.955597
Watson Lake Airport,YQH,CA,Watson Lake,medium_airport,60.116839,-128.821993
Yarmouth Airport,YQI,CA,Yarmouth,medium_airport,43.826900482177734,-66.08809661865234
Kenora Airport,YQK,CA,Kenora,medium_airport,49.788299560546875,-94.36309814453124
Lethbridge County Airport,YQL,CA,Lethbridge,medium_airport,49.6302986145,-112.800003052
Greater Moncton Roméo LeBlanc International Airport,YQM,CA,Moncton,medium_airport,46.113189,-64.67719
Nakina Airport,YQN,CA,Nakina,medium_airport,50.18280029296875,-86.69640350341797
Comox Valley International Airport / CFB Comox,YQQ,CA,Comox,medium_airport,49.7108,-124.887001
Regina International Airport,YQR,CA,Regina,medium_airport,50.431938,-104.660906
St Thomas Municipal Airport,YQS,CA,St Thomas,medium_airport,42.77000045776367,-81.11080169677734
Thunder Bay International Airport,YQT,CA,Thunder Bay,medium_airport,48.371899,-89.323898
Grande Prairie Airport,YQU,CA,Grande Prairie,medium_airport,55.1796989441,-118.885002136
Yorkton Municipal Airport,YQV,CA,Yorkton,medium_airport,51.26470184326172,-102.46199798583984
North Battleford Airport,YQW,CA,North Battleford,medium_airport,52.769409,-108.243742
Gander International Airport,YQX,CA,Gander,medium_airport,48.936258,-54.567719
Sydney / J.A. Douglas McCurdy Airport,YQY,CA,Sydney,medium_airport,46.161072,-60.049759
Quesnel Airport,YQZ,CA,Quesnel,medium_airport,53.026100158691406,-122.51000213623048
Resolute Bay Airport,YRB,CA,Resolute Bay,medium_airport,74.7169036865,-94.9693984985
Rivière-du-Loup Airport,YRI,CA,Rivière-du-Loup,medium_airport,47.764400482177734,-69.58470153808594
Roberval Airport,YRJ,CA,Roberval,medium_airport,48.519665,-72.265735
Red Lake Airport,YRL,CA,Red Lake,medium_airport,51.066898345947266,-93.79309844970705
Ottawa / Rockcliffe Airport,YRO,CA,Ottawa,medium_airport,45.460496,-75.644001
Trois-Rivières Airport,YRQ,CA,Trois-Rivières,medium_airport,46.35279846191406,-72.67939758300781
Rankin Inlet Airport,YRT,CA,Rankin Inlet,medium_airport,62.8114013672,-92.1157989502
Revelstoke Airport,YRV,CA,Revelstoke,medium_airport,50.962245,-118.184258
Sudbury Airport,YSB,CA,Sudbury,medium_airport,46.625,-80.79889678955078
Sherbrooke Airport,YSC,CA,Sherbrooke,medium_airport,45.438599,-71.691399
Stony Rapids Airport,YSF,CA,Stony Rapids,medium_airport,59.250301361083984,-105.84100341796876
Smiths Falls-Montague (Russ Beach) Airport,YSH,CA,Smiths Falls,medium_airport,44.945801,-75.940598
Saint John Airport,YSJ,CA,Saint John,medium_airport,45.31610107421875,-65.89029693603516
Saint-Léonard Airport,YSL,CA,Saint-Léonard,medium_airport,47.157097,-67.836242
Fort Smith Airport,YSM,CA,Fort Smith,medium_airport,60.020302,-111.961998
Niagara District Airport,YCM,CA,Niagara-on-the-Lake,medium_airport,43.191598,-79.171686
Marathon Airport,YSP,CA,Marathon,medium_airport,48.75529861450195,-86.34439849853516
Summerside Airport,YSU,CA,Slemon Park,medium_airport,46.440601,-63.833599
Pembroke Airport,YTA,CA,Pembroke,medium_airport,45.86439895629883,-77.25170135498047
Alma Airport,YTF,CA,Alma,medium_airport,48.5089,-71.641899
Thompson Airport,YTH,CA,Thompson,medium_airport,55.80110168457031,-97.86419677734376
CFB Trenton,YTR,CA,Trenton,medium_airport,44.118900299072266,-77.5280990600586
Timmins/Victor M. Power,YTS,CA,Timmins,medium_airport,48.5696983337,-81.376701355
Billy Bishop Toronto City Airport,YTZ,CA,Toronto,medium_airport,43.627852,-79.39553
Montreal / Pierre Elliott Trudeau International Airport,YUL,CA,Montréal,large_airport,45.467837,-73.742294
Hall Beach Airport,YUX,CA,Sanirajak,medium_airport,68.7761,-81.2425
Rouyn Noranda Airport,YUY,CA,Rouyn-Noranda,medium_airport,48.20610046386719,-78.83560180664062
Bonaventure Airport,YVB,CA,Bonaventure,medium_airport,48.071098,-65.460297
La Ronge Airport,YVC,CA,La Ronge,medium_airport,55.1514015198,-105.262001038
Vernon Regional Airport,YVE,CA,Vernon,medium_airport,50.246163,-119.330963
Val-d'Or Airport,YVO,CA,Val-d'Or,medium_airport,48.0532989502,-77.7827987671
Kuujjuaq Airport,YVP,CA,Kuujjuaq,medium_airport,58.096099853515625,-68.4269027709961
Norman Wells Airport,YVQ,CA,Norman Wells,medium_airport,65.28160095214844,-126.7979965209961
Vancouver International Airport,YVR,CA,Vancouver,large_airport,49.193901,-123.183998
Wiarton Airport,YVV,CA,Wiarton,medium_airport,44.7458,-81.107201
Winnipeg / James Armstrong Richardson International Airport,YWG,CA,Winnipeg,large_airport,49.909999847399995,-97.2398986816
Wabush Airport,YWK,CA,Wabush,medium_airport,52.92190170288086,-66.8644027709961
Williams Lake Airport,YWL,CA,Williams Lake,medium_airport,52.1831016541,-122.054000854
Wrigley Airport,YWY,CA,Wrigley,medium_airport,63.20940017700195,-123.43699645996094
Cranbrook/Canadian Rockies International Airport,YXC,CA,Cranbrook,medium_airport,49.610802,-115.781998
Saskatoon John G. Diefenbaker International Airport,YXE,CA,Saskatoon,large_airport,52.170723,-106.700793
Medicine Hat Regional Airport,YXH,CA,Medicine Hat,medium_airport,50.018902,-110.721001
Fort St John / North Peace Regional Airport,YXJ,CA,Fort Saint John,medium_airport,56.238098,-120.739998
Rimouski Airport,YXK,CA,Rimouski,medium_airport,48.477644,-68.496323
Sioux Lookout Airport,YXL,CA,Sioux Lookout,medium_airport,50.11389923095703,-91.9052963256836
Beaver Creek Airport,YXQ,CA,Beaver Creek,medium_airport,62.410301208496094,-140.86700439453125
Earlton (Timiskaming Regional) Airport,YXR,CA,Earlton,medium_airport,47.6974006546,-79.8473453522
Prince George (International) Airport,YXS,CA,Prince George,medium_airport,53.884311,-122.666554
Northwest Regional Airport Terrace-Kitimat,YXT,CA,Terrace,medium_airport,54.468498,-128.576009
London International Airport,YXU,CA,London,medium_airport,43.032845,-81.149003
Abbotsford International Airport,YXX,CA,Abbotsford,medium_airport,49.025299,-122.361
Whitehorse / Erik Nielsen International Airport,YXY,CA,Whitehorse,medium_airport,60.708533,-135.065705
Wawa Airport,YXZ,CA,Wawa,medium_airport,47.96670150756836,-84.78669738769531
North Bay Jack Garland Airport,YYB,CA,North Bay,medium_airport,46.363602,-79.422798
Calgary International Airport,YYC,CA,Calgary,large_airport,51.118822,-114.009933
Smithers Airport,YYD,CA,Smithers,medium_airport,54.82469940185547,-127.18299865722656
Fort Nelson Airport,YYE,CA,Fort Nelson,medium_airport,58.8363990784,-122.597000122
Penticton Airport,YYF,CA,Penticton,medium_airport,49.46310043334961,-119.60199737548828
Charlottetown Airport,YYG,CA,Charlottetown,medium_airport,46.288911,-63.125174
Victoria International Airport,YYJ,CA,Victoria,large_airport,48.647201,-123.427792
Lynn Lake Airport,YYL,CA,Lynn Lake,medium_airport,56.86389923095703,-101.07599639892578
Swift Current Airport,YYN,CA,Swift Current,medium_airport,50.291900634799994,-107.691001892
Churchill Airport,YYQ,CA,Churchill,medium_airport,58.739200592041016,-94.06500244140624
Goose Bay Airport,YYR,CA,Goose Bay,medium_airport,53.3191986084,-60.4258003235
St. John's International Airport,YYT,CA,St. John's,large_airport,47.618599,-52.7519
Kapuskasing Airport,YYU,CA,Kapuskasing,medium_airport,49.411587,-82.469645
Armstrong Airport,YYW,CA,Armstrong,medium_airport,50.29029846191406,-88.90969848632812
Mont Joli Airport,YYY,CA,Mont-Joli,medium_airport,48.60860061645508,-68.20809936523438
Toronto Pearson International Airport,YYZ,CA,Toronto,large_airport,43.675935,-79.629421
Gore Bay Manitoulin Airport,YZE,CA,Gore Bay,medium_airport,45.8853,-82.567802
Yellowknife International Airport,YZF,CA,Yellowknife,medium_airport,62.462799,-114.440002
Slave Lake Airport,YZH,CA,Slave Lake,medium_airport,55.292945,-114.777276
Sandspit Airport,YZP,CA,Sandspit,medium_airport,53.25429916379999,-131.813995361
Chris Hadfield Airport,YZR,CA,Sarnia,medium_airport,42.999401,-82.308899
Coral Harbour Airport,YZS,CA,Coral Harbour,medium_airport,64.1932983398,-83.3593978882
Port Hardy Airport,YZT,CA,Port Hardy,medium_airport,50.68059921264648,-127.36699676513672
Whitecourt Airport,YZU,CA,Whitecourt,medium_airport,54.143902,-115.787003
Sept-Îles Airport,YZV,CA,Sept-Îles,medium_airport,50.22330093383789,-66.2656021118164
Teslin Airport,YZW,CA,Teslin,medium_airport,60.17279815673828,-132.7429962158203
CFB Greenwood,YZX,CA,Greenwood,medium_airport,44.98440170288086,-64.91690063476562
Shuswap Regional Airport,YSN,CA,Salmon Arm,medium_airport,50.682802,-119.228996
Boundary Bay Airport,YDT,CA,Delta,medium_airport,49.074338,-123.006877
Bathurst Airport,ZBF,CA,South Tetagouche,medium_airport,47.6297,-65.738899
Bromont (Roland Désourdy) Airport,ZBM,CA,Bromont,medium_airport,45.290798,-72.741402
Kelsey Airport,KES,CA,Kelsey,medium_airport,56.0374984741,-96.5096969604
Faro Airport,ZFA,CA,Faro,medium_airport,62.20750045776367,-133.37600708007812
Grand Forks Airport,ZGF,CA,Grand Forks,medium_airport,49.015598,-118.431
Jenpeg Airport,ZJG,CA,Jenpeg,medium_airport,54.51890182495117,-98.0460968017578
Swan River Airport,ZJN,CA,Swan River,medium_airport,52.120602,-101.236
Thicket Portage Airport,YTD,CA,Thicket Portage,medium_airport,55.31890106201172,-97.70780181884766
Pikwitonei Airport,PIW,CA,Pikwitonei,medium_airport,55.58890151977539,-97.16419982910156
Masset Airport,ZMT,CA,Masset,medium_airport,54.0275,-132.125
Pincher Creek Airport,WPC,CA,Pincher Creek,medium_airport,49.520429,-113.997002
Sandy Lake Airport,ZSJ,CA,Sandy Lake,medium_airport,53.06420135498047,-93.34439849853516
Stewart Airport,ZST,CA,Stewart,medium_airport,55.935410448,-129.982434511
Ignace Municipal Airport,ZUC,CA,Ignace,medium_airport,49.428204,-91.720418
Bou Saada Airport,BUJ,DZ,Ouled Sidi Brahim,medium_airport,35.3325,4.20639
